subject_name,news_text,sentiment,impact_strength,mention_focus
Инарктика,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Инарктика, потерявшие 13.58%. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",-0.91,0.38,0.63
АЛРОСА,"Несмотря на сильную отчетность, акции АЛРОСА снизились на 1.57%, что связано с общим настроением на рынке. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Отчетность компании превзошла консенсус-прогнозы аналитиков. Публикация данных о дивидендах вызвала положительную реакцию",0.46,0.59,0.77
Роснефть,"Роснефть упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. На фоне геополитической неопределенности инвесторы проявляют осторожность. Роснефть упоминалась среди крупнейших компаний на фоне ожиданий по смягчению моне",0.09,0.48,0.35
Сбербанк,"Сбербанк фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Сбербанк фигурировала в обзоре рынка, однако основной акцент был сделан на другие от",0.47,0.76,0.12
ВУШ,"Несмотря на сильную отчетность, акции ВУШ снизились на 8.49%, что связано с общим настроением на рынке. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.97,0.81,0.96
АЛРОСА,"Несмотря на сильную отчетность, акции АЛРОСА снизились на 7.49%, что связано с общим настроением на рынке. Отчетность компании превзошла консенсус-прогнозы аналитиков. Торговые объемы на бирже были выше средних за последние три месяца. На фоне геополитической неопределенности инвесторы проявляют осторожность. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.91,0.47,0.78
Лента,На фоне публикации сильного отчета за 2022 год акции Лента показали рост на 8.95%. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Торговые объемы на бирже были выше средних за последние три месяца.,-0.62,0.58,0.77
ВУШ,"Аналитики отмечают устойчивость ВУШ на фоне волатильности индекса МосБиржи, бумаги изменились на 12.44%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.56,0.35,0.62
Норильский никель,"Норильский никель фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. На фоне геополитической неопределенности инвесторы проявляют осторожность. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.99,0.75,0.34
Делимобиль,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Делимобиль, потерявшие 0.89%. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.82,0.46,0.99
ВУШ,"ВУШ упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.",0.34,0.37,0.17
ИКС 5,"ИКС 5 упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Инвесторы позитивно отреагировали на инициативы по повыше",0.53,0.62,0.11
СПБ Биржа,Новости о дивидендах способствовали росту акций СПБ Биржа на 1.52%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.,0.77,0.02,0.88
Роснефть,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Роснефть, потерявшие 4.18%. Отчетность компании превзошла консенсус-прогнозы аналитиков.",-0.67,0.65,0.74
ПИК,"Аналитики отмечают устойчивость ПИК на фоне волатильности индекса МосБиржи, бумаги изменились на 1.77%. Отчетность компании превзошла консенсус-прогнозы аналитиков.",0.04,0.61,0.69
АЛРОСА,"По итогам всех сессий бумаги АЛРОСА выросли на 2.78%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Торговые объемы на бирже были выше средних за последние три месяца. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",-0.67,0.38,0.62
Лукойл,"Лукойл фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Торговые объемы на бирже были выше средних за последние три месяца. На фоне геополитической неопределенности инвесторы проявляют осторожность. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Лукойл фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное и",-0.54,0.29,0.32
Полюс,"Аналитики отмечают устойчивость Полюс на фоне волатильности индекса МосБиржи, бумаги изменились на 13.72%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. На фоне геополитической неопределенности инвесторы проявляют осторожность.",-0.99,0.08,0.83
ПИК,"ПИК упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Отчетность компании превзошла консенсус-прогнозы аналитиков. Торговые объемы на бирже были выше средних за последние три месяца. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. ПИК упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других акт",0.97,0.51,0.39
Татнефть,Новости о дивидендах способствовали росту акций Татнефть на 14.34%. Отчетность компании превзошла консенсус-прогнозы аналитиков. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. На фоне геополитической неопределенности инвесторы проявляют осторожность. Инвесторы позитивно отреагир,0.66,0.37,0.71
ЦИАН,Акции ЦИАН оставались стабильными несмотря на волатильность на мировых рынках. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Торговые объемы на бирже были выше средних за последние три месяца. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.,-0.95,0.19,0.77
Магнит,"Несмотря на сильную отчетность, акции Магнит снизились на 3.37%, что связано с общим настроением на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Отчетность компании превзошла консенсус-прогнозы аналитиков. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.48,0.47,0.97
ИКС 5,"ИКС 5 упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. ИКС 5 упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредот",0.31,0.3,0.19
Магнит,"Аналитики отмечают устойчивость Магнит на фоне волатильности индекса МосБиржи, бумаги изменились на 4.11%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. На фоне геополитической неопределенности инвесторы проявляют осторожность. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",0.91,0.11,0.66
Газпром,"Несмотря на сильную отчетность, акции Газпром снизились на 1.03%, что связано с общим настроением на рынке. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",-0.05,0.35,0.68
Инарктика,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Инарктика, акции которой потеряли 8.12%. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",-0.53,0.36,0.69
М.Видео,Новости о дивидендах способствовали росту акций М.Видео на 6.06%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.,-0.66,0.39,0.66
Сегежа,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Сегежа, акции которой потеряли 6.91%. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.39,0.07,0.69
Лента,"Лента фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.5,0.7,0.27
ВТБ,"По итогам всех сессий бумаги ВТБ выросли на 10.35%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Торговые объемы на бирже были выше средних за последние три месяца. На фоне геополитической неопределенности инвесторы проявляют осторожность. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.83,0.72,0.81
Делимобиль,"Делимобиль упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Торговые объемы на бирже были выше средних за последние три месяца. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.87,0.41,0.13
Новатэк,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Новатэк, потерявшие 10.3%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Среди аутсайдеров дня оказ",-0.62,0.42,0.89
ЦИАН,"ЦИАН фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.",0.63,0.01,0.13
Сбербанк,"Аналитики отмечают устойчивость Сбербанк на фоне волатильности индекса МосБиржи, бумаги изменились на 8.58%. На фоне геополитической неопределенности инвесторы проявляют осторожность. Аналитики отмечают устойчивость Сбербанк на фоне",0.0,0.36,0.92
МегаФон,"На фоне публикации сильного отчета за 2022 год акции МегаФон показали рост на 9.3%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.43,0.56,0.99
Делимобиль,"По итогам всех сессий бумаги Делимобиль выросли на 2.56%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. На фоне геополитической неопределенности инвесторы проявляют осторожность. На фоне геополитической неопределенности инвесторы проявляют осторожность.",0.63,0.02,0.81
АЛРОСА,Акции АЛРОСА оставались стабильными несмотря на волатильность на мировых рынках. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Отчетность компании превзошла консенсус-прогнозы аналитиков. Акции АЛРОСА оставались стабильными,-0.54,0.38,0.84
Новатэк,"Новатэк фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Отчетность компании превзошла консенсус-прогнозы аналитиков. Торговые объемы на бирже были выше средних за последние три месяца. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",-0.93,0.47,0.15
Сегежа,"Сегежа упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Отчетность компании превзошла консенсус-прогнозы аналитиков. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Сегежа у",1.0,0.86,0.27
ИКС 5,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции ИКС 5, потерявшие 14.42%. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Эксперты предупреждают о возможной фикс",-0.68,0.3,0.64
Позитив,Акции Позитив оставались стабильными несмотря на волатильность на мировых рынках. Торговые объемы на бирже были выше средних за последние три месяца. Торговые объемы на бирже были выше средних за последние три месяца.,0.52,0.19,0.78
Инарктика,"Инарктика упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Торговые объемы на бирже были выше средних за последние три месяца. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.66,0.11,0.28
Газпром,Акции Газпром оставались стабильными несмотря на волатильность на мировых рынках. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.,0.86,0.24,0.78
ВУШ,Новости о дивидендах способствовали росту акций ВУШ на 5.62%. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Публикация данных о дивидендах вызвала положительную реакцию на рынке. На фоне геополитической неопределенности инвесторы проявляют осторожность. Публикация данных о дивидендах вызвала положительную,-0.56,0.17,0.68
Аэрофлот,"Аналитики отмечают устойчивость Аэрофлот на фоне волатильности индекса МосБиржи, бумаги изменились на 8.55%. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность компании превзошла консенсус-прогнозы аналитиков. Отчетность компании превзошла консенсус-прогнозы аналитиков.",-0.17,0.48,0.82
Транснефть,"Аналитики отмечают устойчивость Транснефть на фоне волатильности индекса МосБиржи, бумаги изменились на 11.42%. Отчетность компании превзошла консенсус-прогнозы аналитиков. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",0.55,0.66,0.76
ВУШ,"ВУШ фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Отчетность компании превзошла консенсус-прогнозы аналитиков. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала пол",0.81,0.79,0.28
Ozon,"Ozon упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.91,0.46,0.35
Сбербанк,"Сбербанк фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Торговые объемы на бирже были выше средних за последние три месяца. Эксперты предупреждают о возможной фиксации прибыли инвесторами. На фоне геополитической неопределенности инвесторы проявляют осторожность. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.78,0.06,0.12
Новатэк,"По итогам всех сессий бумаги Новатэк выросли на 3.97%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",0.52,0.03,0.82
МТС,"МТС фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Отчетность компании превзошла консенсус-прогнозы аналитиков. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели.",0.54,0.72,0.26
Ozon,Новости о дивидендах способствовали росту акций Ozon на 5.24%. Отчетность компании превзошла консенсус-прогнозы аналитиков. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Публикация данных о дивидендах вызвала положительную реакцию на рынке.,0.84,0.41,0.62
Юнипро,"Юнипро упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. На фоне геополитической неопределенности инвесторы проявляют осторожность. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Эксперты предупреждают о возможной фиксации прибыли инвесторами.",0.93,0.7,0.14
СПБ Биржа,"Аналитики отмечают устойчивость СПБ Биржа на фоне волатильности индекса МосБиржи, бумаги изменились на 5.82%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",0.37,0.6,0.86
Делимобиль,На фоне публикации сильного отчета за 2022 год акции Делимобиль показали рост на 8.22%. Торговые объемы на бирже были выше средних за последние три месяца. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.,0.5,0.68,0.89
Татнефть,"Аналитики отмечают устойчивость Татнефть на фоне волатильности индекса МосБиржи, бумаги изменились на 1.57%. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Торговые объемы на бирже были выше средних за последние три месяца. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.62,0.87,0.61
Юнипро,"По итогам всех сессий бумаги Юнипро выросли на 7.02%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Эксперты предупреждают о возможной фиксации прибыли инвесторами. По итогам всех сессий бумаги Юнипро выросли на 7.",0.62,0.45,0.82
Русал,"Индекс МосБиржи закрылся снижением на фоне падения цен на нефть. Среди аутсайдеров дня оказались акции Русал, потерявшие 4.62%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Торговые объемы на бирже были выше средних за последние три месяца. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.78,0.9,0.8
АЛРОСА,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая АЛРОСА, акции которой потеряли 5.35%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала положительную реакцию на рынке. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Несмотря на позитивные отчеты, общая рыночная конъюн",-0.43,0.89,0.71
Норильский никель,"Падение цен на нефть спровоцировало снижение котировок многих компаний, включая Норильский никель, акции которой потеряли 4.84%. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",-0.92,0.45,0.68
Татнефть,"По итогам всех сессий бумаги Татнефть выросли на 14.56%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. На фоне геополитической неопределенности инвесторы проявляют осторожность. Аналитики предполагают возможность дальнейшего роста",0.48,0.3,0.74
Сегежа,"Аналитики отмечают устойчивость Сегежа на фоне волатильности индекса МосБиржи, бумаги изменились на 3.71%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Отчетность компании превзошла консенсус-прогнозы аналитиков.",0.48,0.76,0.82
МТС,"Несмотря на сильную отчетность, акции МТС снизились на 14.21%, что связано с общим настроением на рынке. Отчетность компании превзошла консенсус-прогнозы аналитиков. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Публикация данных о дивидендах вызвала положительную реакцию на рынке.",0.78,0.68,0.73
Полюс,"Аналитики отмечают устойчивость Полюс на фоне волатильности индекса МосБиржи, бумаги изменились на 14.97%. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Инвесторы позитивно отреагировали на инициативы по повышению прозрачности бизнеса.",0.77,0.29,0.71
Ozon,"Аналитики отмечают устойчивость Ozon на фоне волатильности индекса МосБиржи, бумаги изменились на 9.38%. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Отчетность компании превзошла консенсус-прогнозы аналитиков.",0.81,0.81,0.82
Норильский никель,"По итогам всех сессий бумаги Норильский никель выросли на 14.95%, оказавшись в числе лидеров роста благодаря позитивным ожиданиям инвесторов. Падение цен на нефть продолжает оказывать давление на нефтяной сектор. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. По итогам всех сессий бумаги Норильский никель выросли на 14.95%, оказавшись в числе лидеров роста благодаря по",-0.84,0.05,0.62
ЦИАН,"ЦИАН упоминалась среди крупнейших компаний на фоне ожиданий по смягчению монетарной политики, однако внимание аналитиков было сосредоточено на других активах. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Торговые объемы на бирже были выше средних за последние три месяца. Аналитики предполагают возможность дальнейшего роста акций в ближайшие недели. Падение цен на нефть продолжает оказывать давление на нефтяной сектор.",-0.84,0.91,0.37
ПИК,"Несмотря на сильную отчетность, акции ПИК снизились на 14.47%, что связано с общим настроением на рынке. Торговые объемы на бирже были выше средних за последние три месяца. Отчетность компании превзошла консенсус-прогнозы аналитиков. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной.",0.93,0.55,0.63
Норильский никель,"На фоне публикации сильного отчета за 2024 год акции Норильский никель показали рост на 8.39%. Торговые объемы на бирже были выше средних за последние три месяца. Несмотря на позитивные отчеты, общая рыночная конъюнктура остается сдержанной. Отчетность компании превзошла консенсус-прогнозы аналитиков",0.47,0.34,0.82
Русал,"Русал фигурировала в обзоре рынка, однако основной акцент был сделан на другие отрасли, а сама компания показала незначительное изменение стоимости акций. Торговые объемы на бирже были выше средних за последние три месяца.",0.03,0.0,0.15
Лукойл,На фоне публикации сильного отчета за 2024 год акции Лукойл показали рост на 8.32%. Эксперты предупреждают о возможной фиксации прибыли инвесторами. Публикация данных о дивидендах вызвала положительную реакцию на рынке. На фоне геополитической неопределенности инвесторы проявляют осторожность.,0.79,0.67,0.82
Яндекс,"Российский рынок отскочил. Во вторник, 27 мая, российский фондовый рынок завершил основную торговую сессию заметным отскоком: индекс МосБиржи поднялся на 1,37%, до 2 736,75 пункта. Банк России установил на 28 мая официальный курс доллара на уровне 79,62 рубля (-0,1%), евро — 90,90 рубля (+0,5%). Фьючерсы на нефть марки Brent подешевели на 1,54%, до $63,13 за баррель. Индекс МосБиржи продемонстрировал отскок после нескольких дней снижения, несмотря на отсутствие значимых позитивных новостей. На внешнеполитическом фронте сохраняется неопределенность — перспективы продолжения переговоров между Россией и Украиной в ближайшие недели остаются неясными. Дополнительное давление на рынок оказывают сообщения о подготовке США новых санкций против России. Пока неясно, будут ли новые ограничения введены до того, как Россия представит свою версию меморандума по урегулированию украинского конфликта. Акции «Яндекса» выросли на 1,9% после появления информации о том, что совместное предприятие «Интерроса» и «Т-Технологий» стало владельцем 9,95% акций компании. Бумаги ВК прибавили 5,1% на фоне сообщения о перезапуске сервиса «Ответы Mail».",1.00,1.00,0.05
