prompt,response
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании ОЗОН.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Индекс МосБиржи снижается - рубль и переговоры давят на рынок. Российский рынок снижается утром в пятницу, 30 мая. Индекс МосБиржи падает на 0,21% - до 2803,98 пункта. В лидерах рост сейчас ПИК (+1,69%), “Юнипро” (+1,53%), ВУШ (+1,34%), “Сегежа” (+1,16%). В аутсайдерах “Абрау Дюрсо” (-1,33%), Ozon (-0,57%), “М.видео” (-0,38%). Инвесторы пребывают сейчас в ожидании очередных переговоров между Россией и Украиной в Стамбуле на следующей неделе. Напряжение участникам торгов добавляет укрепление рубля, а также ситуация на рынке нефти, где ожидается увеличение добычи со стороны ОПЕК+.
","sentiment: -0.7
impact_strength: 0.95
mention_focus: 0.03"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Мвидео.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Индекс МосБиржи снижается - рубль и переговоры давят на рынок. Российский рынок снижается утром в пятницу, 30 мая. Индекс МосБиржи падает на 0,21% - до 2803,98 пункта. В лидерах рост сейчас ПИК (+1,69%), “Юнипро” (+1,53%), ВУШ (+1,34%), “Сегежа” (+1,16%). В аутсайдерах “Абрау Дюрсо” (-1,33%), Ozon (-0,57%), “М.видео” (-0,38%). Инвесторы пребывают сейчас в ожидании очередных переговоров между Россией и Украиной в Стамбуле на следующей неделе. Напряжение участникам торгов добавляет укрепление рубля, а также ситуация на рынке нефти, где ожидается увеличение добычи со стороны ОПЕК+.
","sentiment: -0.7
impact_strength: 0.95
mention_focus: 0.03"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Сегежа.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Индекс МосБиржи снижается - рубль и переговоры давят на рынок. Российский рынок снижается утром в пятницу, 30 мая. Индекс МосБиржи падает на 0,21% - до 2803,98 пункта. В лидерах рост сейчас ПИК (+1,69%), “Юнипро” (+1,53%), ВУШ (+1,34%), “Сегежа” (+1,16%). В аутсайдерах “Абрау Дюрсо” (-1,33%), Ozon (-0,57%), “М.видео” (-0,38%). Инвесторы пребывают сейчас в ожидании очередных переговоров между Россией и Украиной в Стамбуле на следующей неделе. Напряжение участникам торгов добавляет укрепление рубля, а также ситуация на рынке нефти, где ожидается увеличение добычи со стороны ОПЕК+.
","sentiment: 0.15
impact_strength: 0.95
mention_focus: 0.03"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании ПИК.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Индекс МосБиржи снижается - рубль и переговоры давят на рынок. Российский рынок снижается утром в пятницу, 30 мая. Индекс МосБиржи падает на 0,21% - до 2803,98 пункта. В лидерах рост сейчас ПИК (+1,69%), “Юнипро” (+1,53%), ВУШ (+1,34%), “Сегежа” (+1,16%). В аутсайдерах “Абрау Дюрсо” (-1,33%), Ozon (-0,57%), “М.видео” (-0,38%). Инвесторы пребывают сейчас в ожидании очередных переговоров между Россией и Украиной в Стамбуле на следующей неделе. Напряжение участникам торгов добавляет укрепление рубля, а также ситуация на рынке нефти, где ожидается увеличение добычи со стороны ОПЕК+.
","sentiment: 0.17
impact_strength: 0.95
mention_focus: 0.03"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Яндекс.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
По скорости роста Яндекс продолжает отставать от Ozon. Яндекс на минувшей неделе опубликовал свою финансовую отчётность по стандартам МСФО за 1 кв. 2025 года, а также провёл конференц-звонок, предоставив нам хорошую возможность внимательно изучить ключевые показатели деятельности компании. Выручка с января по март увеличилась на +34% (г/г) до 306,5 млрд руб. Ранее руководство представило прогноз на 2025 год, согласно которому ожидается увеличение выручки минимум на +30%, и текущие показатели полностью соответствуют намеченным планам развития. В сегменте поиска и портала доходы компании выросли на +21% (г/г) до 113,7 млрд руб. Несмотря на то, что бизнес развивается опережающими темпами, наблюдается влияние высокой базы: рыночная доля Яндекса в сфере интернет-поиска в России составляет более 67%. Этот ключевой сегмент формирует основную часть операционной прибыли, которая впоследствии реинвестируется в перспективные направления и стартапы. В электронной коммерции выручка увеличилась на +60% (г/г) до 104,6 млрд руб. Это направление демонстрирует наиболее динамичное развитие в структуре компании, что вполне закономерно: онлайн-торговля позволяет существенно экономить время покупателей и предоставляет им обширный выбор товаров. Тем не менее, по скорости роста компания продолжает отставать от Ozon, даже несмотря на то, что последний начал сокращать инвестиции в расширение бизнеса, да и о прибыльности здесь по-прежнему приходится только мечтать.
","sentiment: 0.9
impact_strength: 1.0
mention_focus: 1.0"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Озон.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
По скорости роста Яндекс продолжает отставать от Ozon. Яндекс на минувшей неделе опубликовал свою финансовую отчётность по стандартам МСФО за 1 кв. 2025 года, а также провёл конференц-звонок, предоставив нам хорошую возможность внимательно изучить ключевые показатели деятельности компании. Выручка с января по март увеличилась на +34% (г/г) до 306,5 млрд руб. Ранее руководство представило прогноз на 2025 год, согласно которому ожидается увеличение выручки минимум на +30%, и текущие показатели полностью соответствуют намеченным планам развития. В сегменте поиска и портала доходы компании выросли на +21% (г/г) до 113,7 млрд руб. Несмотря на то, что бизнес развивается опережающими темпами, наблюдается влияние высокой базы: рыночная доля Яндекса в сфере интернет-поиска в России составляет более 67%. Этот ключевой сегмент формирует основную часть операционной прибыли, которая впоследствии реинвестируется в перспективные направления и стартапы. В электронной коммерции выручка увеличилась на +60% (г/г) до 104,6 млрд руб. Это направление демонстрирует наиболее динамичное развитие в структуре компании, что вполне закономерно: онлайн-торговля позволяет существенно экономить время покупателей и предоставляет им обширный выбор товаров. Тем не менее, по скорости роста компания продолжает отставать от Ozon, даже несмотря на то, что последний начал сокращать инвестиции в расширение бизнеса, да и о прибыльности здесь по-прежнему приходится только мечтать.
","sentiment: 0.95
impact_strength: 1.0
mention_focus: 1.0"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Фосагро.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Российский фондовый рынок в четверг, 29 мая, развил рост предыдущего дня, пользуясь благоприятной конъюнктурой на глобальных рынках и геополитическими новостями – прежде всего инвесторы позитивно восприняли перспективу новой встречи представителей России и Украины за переговорным столом, как сообщил накануне министр иностранных дел Сергей Лавров, это может произойти 2 июня в Стамбуле. Дональд Трамп тем временем не торопится вводить новые антироссийские санкции.Рынок стремится отыграть падение предыдущих дней, но эксперты предупреждают, что текущий рост пока укладывается в рамки технического отскока. «Первой целью роста мы видим район 2900 пунктов, где расположены незакрытые гэпы (по Индексу Мосбиржи) от 12 и 15 мая. Там без новых позитивных драйверов логично ждать как минимум торможения», - комментирует ситуацию руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов.По мнению аналитика «БКС Мир инвестиций» Юлии Голдиной, после бурного роста двух предыдущих дней до конца недели Индекс МосБиржи, вероятно, будет торговаться в узком диапазоне 2800–2900 пунктов. «Следующая неделя богата на события — в начале месяца возможен очередной раунд переговоров по урегулированию украинского кризиса, а также запланировано заседание ЦБ РФ по ключевой ставке. Консенсус ждет, что ставку оставят без изменений (21%). В целом неопределенность сохраняется, но при условии позитивного развития событий по ключевым факторам российский рынок может вернуться к отметке 3000 по бенчмарку», - говорит она. К 15:00 мск индекс МосБиржи растет на 1,95% - до 2839,57 пункта.Рубль сегодня возобновил укрепление несмотря на завершение налогового периода. Сегодня в районе полудня доллар дешевел на межбанке до 77,82 рубля. В моменте рубль на Мосбирже в паре с китайским юанем укрепляется на 1,37% - до 10,86. Ближайший фьючерс на курс доллара (Si) в минусе на 1,45% - до 79,34 рубля за доллар. На межбанковском валютном рынке доллар дешевеет на 1,79% - до 78,48 рубля, евро в минусе на 1,41% до 88,45 рубля. Видимо, не последнюю роль в укреплении российской валюты сыграл геополитический фактор. Однако как отмечает руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов, любителям рубля все-таки стоит постоянно помнить про падение цен на нефть в последние месяцы, что непременно скажется на объеме притока валюты в страну. В свою очередь Наталья Ващелюк, старший аналитик УК «Первая», прогнозирует, что при отсутствии значимых изменений в геополитике летом рубль может перейти к ослаблению. «Вероятнее всего, экспортная выручка уменьшится, спрос на иностранную валюту вырастет, рублевые процентные ставки будут снижаться, а рост экономической активности перестанет замедляться. В ближайшие 3-6 месяцев ожидаем ослабление рубля в рамках движения от уровня 78-80 руб./долл. к 90-95 руб./долл.», - говорит эксперт. В связи с такими прогнозами, если вас интересует как купить доллары онлайн, то получите доступ к онлайн-торговле иностранной валютой и совершайте привычные сделки с долларами США на внебиржевом рынке по выгодному курсу с минимальными рисками блокировки валютных активов зарубежными регуляторами. В четверг в топе лидеров роста торгуются бумаги «Фармсинтеза» (+2,35%), несмотря на рекомендацию совета директоров отказаться от выплаты дивидендов за 2024 год. Также активные покупки наблюдаются в бумагах «Мосэнерго» (+2,33%), «Сегежи» (+1,33%), Ozon (+1,84%), «АЛРОСА» (+1,74%), «Северстали» (+1,62%), «Роснефти» (+1,6%). Среди отстающих наблюдаются бумаги девелоперов, которые корректируются после предыдущего роста: «Самолет» (-1,69%), ЛСР (-1,54%), ПИК (-0,85%). Кроме того в группе аутсайдеров расположились акции «Совкомфлота» (-1,68%), Эн+ (-1,67%), ДВМП (-1,34%), «СПБ Биржи» (-1,33%), «Мечела» (ап -1,28%, ао – 1,2%), «ФосАгро» (-0,8%). Дивидендная тема остается актуальной. Советы директоров «ТГК-2», «Форвард Энерго», «Россети Северный Кавказ» рекомендовали оказаться от выплаты дивидендов за 2024 год. Акционеры «НоваБев Групп» одобрили выплату дивидендов за 2024 год в размере 25 рублей на акцию. «Мосбиржа» в июне добавит к внебиржевым торгам ещё 39 российских акций. Как сказано в сообщении торговой площадки, добавление ценных бумаг будет происходить поэтапно: 2 июня – 14 акций, 3 июня – 14 акций, а 4 июня будут добавлены еще 11 ценных бумаг.
","sentiment: -0.7
impact_strength: 0.7
mention_focus: 0.01"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Совкомфлот.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Российский фондовый рынок в четверг, 29 мая, развил рост предыдущего дня, пользуясь благоприятной конъюнктурой на глобальных рынках и геополитическими новостями – прежде всего инвесторы позитивно восприняли перспективу новой встречи представителей России и Украины за переговорным столом, как сообщил накануне министр иностранных дел Сергей Лавров, это может произойти 2 июня в Стамбуле. Дональд Трамп тем временем не торопится вводить новые антироссийские санкции.Рынок стремится отыграть падение предыдущих дней, но эксперты предупреждают, что текущий рост пока укладывается в рамки технического отскока. «Первой целью роста мы видим район 2900 пунктов, где расположены незакрытые гэпы (по Индексу Мосбиржи) от 12 и 15 мая. Там без новых позитивных драйверов логично ждать как минимум торможения», - комментирует ситуацию руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов.По мнению аналитика «БКС Мир инвестиций» Юлии Голдиной, после бурного роста двух предыдущих дней до конца недели Индекс МосБиржи, вероятно, будет торговаться в узком диапазоне 2800–2900 пунктов. «Следующая неделя богата на события — в начале месяца возможен очередной раунд переговоров по урегулированию украинского кризиса, а также запланировано заседание ЦБ РФ по ключевой ставке. Консенсус ждет, что ставку оставят без изменений (21%). В целом неопределенность сохраняется, но при условии позитивного развития событий по ключевым факторам российский рынок может вернуться к отметке 3000 по бенчмарку», - говорит она. К 15:00 мск индекс МосБиржи растет на 1,95% - до 2839,57 пункта.Рубль сегодня возобновил укрепление несмотря на завершение налогового периода. Сегодня в районе полудня доллар дешевел на межбанке до 77,82 рубля. В моменте рубль на Мосбирже в паре с китайским юанем укрепляется на 1,37% - до 10,86. Ближайший фьючерс на курс доллара (Si) в минусе на 1,45% - до 79,34 рубля за доллар. На межбанковском валютном рынке доллар дешевеет на 1,79% - до 78,48 рубля, евро в минусе на 1,41% до 88,45 рубля. Видимо, не последнюю роль в укреплении российской валюты сыграл геополитический фактор. Однако как отмечает руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов, любителям рубля все-таки стоит постоянно помнить про падение цен на нефть в последние месяцы, что непременно скажется на объеме притока валюты в страну. В свою очередь Наталья Ващелюк, старший аналитик УК «Первая», прогнозирует, что при отсутствии значимых изменений в геополитике летом рубль может перейти к ослаблению. «Вероятнее всего, экспортная выручка уменьшится, спрос на иностранную валюту вырастет, рублевые процентные ставки будут снижаться, а рост экономической активности перестанет замедляться. В ближайшие 3-6 месяцев ожидаем ослабление рубля в рамках движения от уровня 78-80 руб./долл. к 90-95 руб./долл.», - говорит эксперт. В связи с такими прогнозами, если вас интересует как купить доллары онлайн, то получите доступ к онлайн-торговле иностранной валютой и совершайте привычные сделки с долларами США на внебиржевом рынке по выгодному курсу с минимальными рисками блокировки валютных активов зарубежными регуляторами. В четверг в топе лидеров роста торгуются бумаги «Фармсинтеза» (+2,35%), несмотря на рекомендацию совета директоров отказаться от выплаты дивидендов за 2024 год. Также активные покупки наблюдаются в бумагах «Мосэнерго» (+2,33%), «Сегежи» (+1,33%), Ozon (+1,84%), «АЛРОСА» (+1,74%), «Северстали» (+1,62%), «Роснефти» (+1,6%). Среди отстающих наблюдаются бумаги девелоперов, которые корректируются после предыдущего роста: «Самолет» (-1,69%), ЛСР (-1,54%), ПИК (-0,85%). Кроме того в группе аутсайдеров расположились акции «Совкомфлота» (-1,68%), Эн+ (-1,67%), ДВМП (-1,34%), «СПБ Биржи» (-1,33%), «Мечела» (ап -1,28%, ао – 1,2%), «ФосАгро» (-0,8%). Дивидендная тема остается актуальной. Советы директоров «ТГК-2», «Форвард Энерго», «Россети Северный Кавказ» рекомендовали оказаться от выплаты дивидендов за 2024 год. Акционеры «НоваБев Групп» одобрили выплату дивидендов за 2024 год в размере 25 рублей на акцию. «Мосбиржа» в июне добавит к внебиржевым торгам ещё 39 российских акций. Как сказано в сообщении торговой площадки, добавление ценных бумаг будет происходить поэтапно: 2 июня – 14 акций, 3 июня – 14 акций, а 4 июня будут добавлены еще 11 ценных бумаг.
","sentiment: -0.8
impact_strength: 0.7
mention_focus: 0.02"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Северсталь.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Российский фондовый рынок в четверг, 29 мая, развил рост предыдущего дня, пользуясь благоприятной конъюнктурой на глобальных рынках и геополитическими новостями – прежде всего инвесторы позитивно восприняли перспективу новой встречи представителей России и Украины за переговорным столом, как сообщил накануне министр иностранных дел Сергей Лавров, это может произойти 2 июня в Стамбуле. Дональд Трамп тем временем не торопится вводить новые антироссийские санкции.Рынок стремится отыграть падение предыдущих дней, но эксперты предупреждают, что текущий рост пока укладывается в рамки технического отскока. «Первой целью роста мы видим район 2900 пунктов, где расположены незакрытые гэпы (по Индексу Мосбиржи) от 12 и 15 мая. Там без новых позитивных драйверов логично ждать как минимум торможения», - комментирует ситуацию руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов.По мнению аналитика «БКС Мир инвестиций» Юлии Голдиной, после бурного роста двух предыдущих дней до конца недели Индекс МосБиржи, вероятно, будет торговаться в узком диапазоне 2800–2900 пунктов. «Следующая неделя богата на события — в начале месяца возможен очередной раунд переговоров по урегулированию украинского кризиса, а также запланировано заседание ЦБ РФ по ключевой ставке. Консенсус ждет, что ставку оставят без изменений (21%). В целом неопределенность сохраняется, но при условии позитивного развития событий по ключевым факторам российский рынок может вернуться к отметке 3000 по бенчмарку», - говорит она. К 15:00 мск индекс МосБиржи растет на 1,95% - до 2839,57 пункта.Рубль сегодня возобновил укрепление несмотря на завершение налогового периода. Сегодня в районе полудня доллар дешевел на межбанке до 77,82 рубля. В моменте рубль на Мосбирже в паре с китайским юанем укрепляется на 1,37% - до 10,86. Ближайший фьючерс на курс доллара (Si) в минусе на 1,45% - до 79,34 рубля за доллар. На межбанковском валютном рынке доллар дешевеет на 1,79% - до 78,48 рубля, евро в минусе на 1,41% до 88,45 рубля. Видимо, не последнюю роль в укреплении российской валюты сыграл геополитический фактор. Однако как отмечает руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов, любителям рубля все-таки стоит постоянно помнить про падение цен на нефть в последние месяцы, что непременно скажется на объеме притока валюты в страну. В свою очередь Наталья Ващелюк, старший аналитик УК «Первая», прогнозирует, что при отсутствии значимых изменений в геополитике летом рубль может перейти к ослаблению. «Вероятнее всего, экспортная выручка уменьшится, спрос на иностранную валюту вырастет, рублевые процентные ставки будут снижаться, а рост экономической активности перестанет замедляться. В ближайшие 3-6 месяцев ожидаем ослабление рубля в рамках движения от уровня 78-80 руб./долл. к 90-95 руб./долл.», - говорит эксперт. В связи с такими прогнозами, если вас интересует как купить доллары онлайн, то получите доступ к онлайн-торговле иностранной валютой и совершайте привычные сделки с долларами США на внебиржевом рынке по выгодному курсу с минимальными рисками блокировки валютных активов зарубежными регуляторами. В четверг в топе лидеров роста торгуются бумаги «Фармсинтеза» (+2,35%), несмотря на рекомендацию совета директоров отказаться от выплаты дивидендов за 2024 год. Также активные покупки наблюдаются в бумагах «Мосэнерго» (+2,33%), «Сегежи» (+1,33%), Ozon (+1,84%), «АЛРОСА» (+1,74%), «Северстали» (+1,62%), «Роснефти» (+1,6%). Среди отстающих наблюдаются бумаги девелоперов, которые корректируются после предыдущего роста: «Самолет» (-1,69%), ЛСР (-1,54%), ПИК (-0,85%). Кроме того в группе аутсайдеров расположились акции «Совкомфлота» (-1,68%), Эн+ (-1,67%), ДВМП (-1,34%), «СПБ Биржи» (-1,33%), «Мечела» (ап -1,28%, ао – 1,2%), «ФосАгро» (-0,8%). Дивидендная тема остается актуальной. Советы директоров «ТГК-2», «Форвард Энерго», «Россети Северный Кавказ» рекомендовали оказаться от выплаты дивидендов за 2024 год. Акционеры «НоваБев Групп» одобрили выплату дивидендов за 2024 год в размере 25 рублей на акцию. «Мосбиржа» в июне добавит к внебиржевым торгам ещё 39 российских акций. Как сказано в сообщении торговой площадки, добавление ценных бумаг будет происходить поэтапно: 2 июня – 14 акций, 3 июня – 14 акций, а 4 июня будут добавлены еще 11 ценных бумаг.
","sentiment: 0.72
impact_strength: 0.75
mention_focus: 0.01"
"
Ты — финансовый аналитик. Оцени следующую новость относительно её влияния на стоимость акций компании Мечел.

Заполни три признака:

1. sentiment — тон новости относительно компании (от -1.00 - отрицательный до +1.00 - положительный)
2. impact_strength — сила потенциального влияния на цену акций (от 0.00 - не влияет до 1.00 - сильно влияет)
3. mention_focus — насколько явно и подробно упоминается компания (от 0.00 - не упомянута до 1.00 - явно и подробно)

Ответ в формате:
sentiment: [значение]
impact_strength: [значение]
mention_focus: [значение]

Далее текст новости, которую нужно оценить:
Российский фондовый рынок в четверг, 29 мая, развил рост предыдущего дня, пользуясь благоприятной конъюнктурой на глобальных рынках и геополитическими новостями – прежде всего инвесторы позитивно восприняли перспективу новой встречи представителей России и Украины за переговорным столом, как сообщил накануне министр иностранных дел Сергей Лавров, это может произойти 2 июня в Стамбуле. Дональд Трамп тем временем не торопится вводить новые антироссийские санкции.Рынок стремится отыграть падение предыдущих дней, но эксперты предупреждают, что текущий рост пока укладывается в рамки технического отскока. «Первой целью роста мы видим район 2900 пунктов, где расположены незакрытые гэпы (по Индексу Мосбиржи) от 12 и 15 мая. Там без новых позитивных драйверов логично ждать как минимум торможения», - комментирует ситуацию руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов.По мнению аналитика «БКС Мир инвестиций» Юлии Голдиной, после бурного роста двух предыдущих дней до конца недели Индекс МосБиржи, вероятно, будет торговаться в узком диапазоне 2800–2900 пунктов. «Следующая неделя богата на события — в начале месяца возможен очередной раунд переговоров по урегулированию украинского кризиса, а также запланировано заседание ЦБ РФ по ключевой ставке. Консенсус ждет, что ставку оставят без изменений (21%). В целом неопределенность сохраняется, но при условии позитивного развития событий по ключевым факторам российский рынок может вернуться к отметке 3000 по бенчмарку», - говорит она. К 15:00 мск индекс МосБиржи растет на 1,95% - до 2839,57 пункта.Рубль сегодня возобновил укрепление несмотря на завершение налогового периода. Сегодня в районе полудня доллар дешевел на межбанке до 77,82 рубля. В моменте рубль на Мосбирже в паре с китайским юанем укрепляется на 1,37% - до 10,86. Ближайший фьючерс на курс доллара (Si) в минусе на 1,45% - до 79,34 рубля за доллар. На межбанковском валютном рынке доллар дешевеет на 1,79% - до 78,48 рубля, евро в минусе на 1,41% до 88,45 рубля. Видимо, не последнюю роль в укреплении российской валюты сыграл геополитический фактор. Однако как отмечает руководитель отдела инвестиционного консультирования Алор Брокер Алексей Антонов, любителям рубля все-таки стоит постоянно помнить про падение цен на нефть в последние месяцы, что непременно скажется на объеме притока валюты в страну. В свою очередь Наталья Ващелюк, старший аналитик УК «Первая», прогнозирует, что при отсутствии значимых изменений в геополитике летом рубль может перейти к ослаблению. «Вероятнее всего, экспортная выручка уменьшится, спрос на иностранную валюту вырастет, рублевые процентные ставки будут снижаться, а рост экономической активности перестанет замедляться. В ближайшие 3-6 месяцев ожидаем ослабление рубля в рамках движения от уровня 78-80 руб./долл. к 90-95 руб./долл.», - говорит эксперт. В связи с такими прогнозами, если вас интересует как купить доллары онлайн, то получите доступ к онлайн-торговле иностранной валютой и совершайте привычные сделки с долларами США на внебиржевом рынке по выгодному курсу с минимальными рисками блокировки валютных активов зарубежными регуляторами. В четверг в топе лидеров роста торгуются бумаги «Фармсинтеза» (+2,35%), несмотря на рекомендацию совета директоров отказаться от выплаты дивидендов за 2024 год. Также активные покупки наблюдаются в бумагах «Мосэнерго» (+2,33%), «Сегежи» (+1,33%), Ozon (+1,84%), «АЛРОСА» (+1,74%), «Северстали» (+1,62%), «Роснефти» (+1,6%). Среди отстающих наблюдаются бумаги девелоперов, которые корректируются после предыдущего роста: «Самолет» (-1,69%), ЛСР (-1,54%), ПИК (-0,85%). Кроме того в группе аутсайдеров расположились акции «Совкомфлота» (-1,68%), Эн+ (-1,67%), ДВМП (-1,34%), «СПБ Биржи» (-1,33%), «Мечела» (ап -1,28%, ао – 1,2%), «ФосАгро» (-0,8%). Дивидендная тема остается актуальной. Советы директоров «ТГК-2», «Форвард Энерго», «Россети Северный Кавказ» рекомендовали оказаться от выплаты дивидендов за 2024 год. Акционеры «НоваБев Групп» одобрили выплату дивидендов за 2024 год в размере 25 рублей на акцию. «Мосбиржа» в июне добавит к внебиржевым торгам ещё 39 российских акций. Как сказано в сообщении торговой площадки, добавление ценных бумаг будет происходить поэтапно: 2 июня – 14 акций, 3 июня – 14 акций, а 4 июня будут добавлены еще 11 ценных бумаг.
","sentiment: -0.77
impact_strength: 0.75
mention_focus: 0.01"
